2025-12-12T22:06:47Z,desktop,1,645.3922,570.0321820822846,0
2025-12-12T22:06:47Z,mobile,0.8,4366.1825,4540.880292238738,46
2025-12-12T22:09:44Z,desktop,1,646.7919999999999,593.7934655009067,0
2025-12-12T22:09:44Z,mobile,0.94,2610.5762999999997,3311.7482848784093,23
2025-12-13T17:56:11Z,desktop,0.99,860.2464,693.8411429999865,0
2025-12-13T17:56:11Z,mobile,0.7,6939.590600000001,5133.818501520243,33.5
2025-12-13T18:00:23Z,desktop,0.99,828.2600999999999,657.517290909514,0
2025-12-13T18:00:23Z,mobile,0.71,6626.3223,4974.57673320862,40.5
2025-12-13T18:04:02Z,desktop,0.97,1048.2671,1266.1582162237526,0
2025-12-13T18:04:02Z,mobile,0.71,6495.9169,5248.243755382925,29
2025-12-13T18:09:45Z,desktop,0.63,3826.1057999999994,3036.3881999999994,0
2025-12-13T18:09:45Z,mobile,0.7,6734.0978,5106.29688354644,65
2025-12-13T18:16:32Z,desktop,0.96,1106.8582,1580.3523834163173,0
2025-12-13T18:16:32Z,mobile,0.81,4221.8625999999995,3827.6429472767763,33
2025-12-13T18:33:03Z,desktop,0.9,1518.4388000000001,1492.3196951164687,0
2025-12-13T18:33:03Z,mobile,0.89,2740.0540999999994,5087.4046594152705,115.99999999999955
2025-12-13T18:35:13Z,desktop,0.99,885.3470000000001,799.4866122500125,0
2025-12-13T18:35:13Z,mobile,0.76,4807.8814999999995,5036.786574840154,68
2025-12-13T18:36:46Z,desktop,0.98,944.264,1129.7513463330852,0
2025-12-13T18:36:46Z,mobile,0.99,1926.795,2535.673468404112,24.5
2025-12-13T18:41:13Z,desktop,0.94,1374.7665,1086.2602781668716,0
2025-12-13T18:41:13Z,mobile,0.9,2580.6261000000004,5002.878804446372,66
2025-12-13T18:47:37Z,desktop,1,419.71299999999997,574.4778712500834,0
2025-12-13T18:47:37Z,mobile,0.95,2217.9790000000003,4353.565713922408,3.5
2025-12-13T20:00:32Z,desktop,0.77,461.2855,714.7710320499324,0
2025-12-13T20:00:32Z,mobile,0.96,2363.319,2726.639178000829,0
2025-12-13T20:03:10Z,desktop,0.8,418.4955,492.37426004989084,0
2025-12-13T20:03:10Z,mobile,0.95,2222.809,4240.187440233333,9
2025-12-13T20:06:20Z,desktop,1,468.8315,537.2725303064371,0
2025-12-13T20:06:20Z,mobile,0.95,2234.391,4239.758197822763,7
2025-12-13T20:09:43Z,desktop,1,423.6175,500.23226258147395,0
2025-12-13T20:09:43Z,mobile,0.95,2218.134,4214.707492056334,7
2025-12-13T20:21:11Z,desktop,,,,
2025-12-13T20:21:11Z,mobile,,,,
2025-12-13T20:21:38Z,desktop,1,405.39750000000004,500.74609283315067,0
2025-12-13T20:21:38Z,mobile,0.97,2212.833,2845.4905870260914,7.5
